class_161,advancement.Advancement
class_5697,client.render.entity.feature.PlayerHeldItemFeatureRenderer
class_992,client.render.entity.feature.SaddleFeatureRenderer
class_994,client.render.entity.feature.SheepWoolFeatureRenderer
class_983,client.render.entity.feature.ShoulderParrotFeatureRenderer
class_944,client.render.entity.feature.ShulkerHeadFeatureRenderer
class_1002,client.render.entity.feature.SkeletonOverlayFeatureRenderer
class_4582,client.render.entity.feature.SkinOverlayOwner
class_997,client.render.entity.feature.SlimeOverlayFeatureRenderer
class_996,client.render.entity.feature.SnowGolemPumpkinFeatureRenderer
class_1000,client.render.entity.feature.SpiderEyesFeatureRenderer
class_973,client.render.entity.feature.StuckArrowsFeatureRenderer
class_4507,client.render.entity.feature.StuckObjectsFeatureRenderer
class_4506,client.render.entity.feature.StuckStingersFeatureRenderer
class_998,client.render.entity.feature.TridentRiptideFeatureRenderer
class_1001,client.render.entity.feature.TropicalFishColorFeatureRenderer
class_3885,client.render.entity.feature.VillagerClothingFeatureRenderer
class_4004,client.render.entity.feature.VillagerHeldItemFeatureRenderer
class_3888,client.render.entity.feature.VillagerResourceMetadata
class_3890,client.render.entity.feature.VillagerResourceMetadataReader
class_7288,client.render.entity.feature.WardenFeatureRenderer
class_1005,client.render.entity.feature.WitchHeldItemFeatureRenderer
class_1004,client.render.entity.feature.WitherArmorFeatureRenderer
class_9085,client.render.entity.feature.WolfArmorFeatureRenderer
class_1006,client.render.entity.feature.WolfCollarFeatureRenderer
class_903,client.render.entity.FireworkRocketEntityRenderer
class_906,client.render.entity.FishingBobberEntityRenderer
class_953,client.render.entity.FlyingItemEntityRenderer
class_4042,client.render.entity.FoxEntityRenderer
class_7213,client.render.entity.FrogEntityRenderer
class_905,client.render.entity.GhastEntityRenderer
class_908,client.render.entity.GiantEntityRenderer
class_5789,client.render.entity.GlowSquidEntityRenderer
class_6256,client.render.entity.GoatEntityRenderer
class_907,client.render.entity.GuardianEntityRenderer
class_4798,client.render.entity.HoglinEntityRenderer
class_910,client.render.entity.HorseEntityRenderer
class_912,client.render.entity.HuskEntityRenderer
class_3729,client.render.entity.IllagerEntityRenderer
class_914,client.render.entity.IllusionerEntityRenderer
class_913,client.render.entity.IronGolemEntityRenderer
class_916,client.render.entity.ItemEntityRenderer
class_915,client.render.entity.ItemFrameEntityRenderer
class_920,client.render.entity.LeashKnotEntityRenderer
class_919,client.render.entity.LightningEntityRenderer
class_922,client.render.entity.LivingEntityRenderer
class_921,client.render.entity.LlamaEntityRenderer
class_923,client.render.entity.LlamaSpitEntityRenderer
class_917,client.render.entity.MagmaCubeEntityRenderer
class_925,client.render.entity.MinecartEntityRenderer
class_927,client.render.entity.MobEntityRenderer
class_3968,client.render.entity.model.AbstractZombieModel
class_7308,client.render.entity.model.AllayEntityModel
class_4592,client.render.entity.model.AnimalModel
class_9082,client.render.entity.model.ArmadilloEntityModel
class_8136,client.render.entity.model.ArmorEntityModel
class_548,client.render.entity.model.ArmorStandArmorEntityModel
class_551,client.render.entity.model.ArmorStandEntityModel
class_5772,client.render.entity.model.AxolotlEntityModel
class_553,client.render.entity.model.BatEntityModel
class_4495,client.render.entity.model.BeeEntityModel
class_572,client.render.entity.model.BipedEntityModel
class_555,client.render.entity.model.BlazeEntityModel
class_554,client.render.entity.model.BoatEntityModel
class_9321,client.render.entity.model.BoggedEntityModel
class_557,client.render.entity.model.BookModel
class_8973,client.render.entity.model.BreezeEntityModel
class_7751,client.render.entity.model.CamelEntityModel
class_3680,client.render.entity.model.CatEntityModel
class_7752,client.render.entity.model.ChestBoatEntityModel
class_7753,client.render.entity.model.ChestRaftEntityModel
class_558,client.render.entity.model.ChickenEntityModel
class_561,client.render.entity.model.CodEntityModel
class_4595,client.render.entity.model.CompositeEntityModel
class_560,client.render.entity.model.CowEntityModel
class_562,client.render.entity.model.CreeperEntityModel
class_4896,client.render.entity.model.CrossbowPosing
class_889,client.render.entity.model.DolphinEntityModel
class_559,client.render.entity.model.DonkeyEntityModel
class_626,client.render.entity.model.DragonHeadEntityModel
class_564,client.render.entity.model.DrownedEntityModel
class_563,client.render.entity.model.ElytraEntityModel
class_566,client.render.entity.model.EndermanEntityModel
class_565,client.render.entity.model.EndermiteEntityModel
class_583,client.render.entity.model.EntityModel
class_5601,client.render.entity.model.EntityModelLayer
class_5602,client.render.entity.model.EntityModelLayers
class_5599,client.render.entity.model.EntityModelLoader
class_6230,client.render.entity.model.EntityModelPartNames
class_5600,client.render.entity.model.EntityModels
class_568,client.render.entity.model.EvokerFangsEntityModel
class_4041,client.render.entity.model.FoxEntityModel
class_7198,client.render.entity.model.FrogEntityModel
class_567,client.render.entity.model.GhastEntityModel
class_3969,client.render.entity.model.GiantEntityModel
class_6227,client.render.entity.model.GoatEntityModel
class_570,client.render.entity.model.GuardianEntityModel
class_4791,client.render.entity.model.HoglinEntityModel
class_549,client.render.entity.model.HorseEntityModel
class_575,client.render.entity.model.IllagerEntityModel
class_574,client.render.entity.model.IronGolemEntityModel
class_592,client.render.entity.model.LargePufferfishEntityModel
class_615,client.render.entity.model.LargeTropicalFishEntityModel
class_579,client.render.entity.model.LeashKnotEntityModel
class_578,client.render.entity.model.LlamaEntityModel
class_581,client.render.entity.model.LlamaSpitEntityModel
class_576,client.render.entity.model.MagmaCubeEntityModel
class_595,client.render.entity.model.MediumPufferfishEntityModel
class_580,client.render.entity.model.MinecartEntityModel
class_3881,client.render.entity.model.ModelWithArms
class_3884,client.render.entity.model.ModelWithHat
class_3882,client.render.entity.model.ModelWithHead
class_7755,client.render.entity.model.ModelWithWaterPatch
class_582,client.render.entity.model.OcelotEntityModel
class_586,client.render.entity.model.PandaEntityModel
class_584,client.render.entity.model.ParrotEntityModel
class_588,client.render.entity.model.PhantomEntityModel
class_587,client.render.entity.model.PigEntityModel
class_4840,client.render.entity.model.PiglinEntityModel
class_7946,client.render.entity.model.PiglinHeadEntityModel
class_591,client.render.entity.model.PlayerEntityModel
class_590,client.render.entity.model.PolarBearEntityModel
class_597,client.render.entity.model.QuadrupedEntityModel
class_596,client.render.entity.model.RabbitEntityModel
class_7754,client.render.entity.model.RaftEntityModel
class_571,client.render.entity.model.RavagerEntityModel
class_599,client.render.entity.model.SalmonEntityModel
class_601,client.render.entity.model.SheepEntityModel
class_598,client.render.entity.model.SheepWoolEntityModel
class_600,client.render.entity.model.ShieldEntityModel
class_603,client.render.entity.model.ShulkerBulletEntityModel
class_602,client.render.entity.model.ShulkerEntityModel
class_604,client.render.entity.model.SilverfishEntityModel
class_5597,client.render.entity.model.SinglePartEntityModel
class_8184,client.render.entity.model.SinglePartEntityModelWithChildTransform
class_606,client.render.entity.model.SkeletonEntityModel
class_607,client.render.entity.model.SkullEntityModel
class_609,client.render.entity.model.SlimeEntityModel
class_594,client.render.entity.model.SmallPufferfishEntityModel
class_612,client.render.entity.model.SmallTropicalFishEntityModel
class_8185,client.render.entity.model.SnifferEntityModel
class_608,client.render.entity.model.SnowGolemEntityModel
class_611,client.render.entity.model.SpiderEntityModel
class_610,client.render.entity.model.SquidEntityModel
class_4997,client.render.entity.model.StriderEntityModel
class_7201,client.render.entity.model.TadpoleEntityModel
class_4593,client.render.entity.model.TintableAnimalModel
class_4594,client.render.entity.model.TintableCompositeModel
class_613,client.render.entity.model.TridentEntityModel
class_614,client.render.entity.model.TurtleEntityModel
class_617,client.render.entity.model.VexEntityModel
class_620,client.render.entity.model.VillagerResemblingModel
class_7280,client.render.entity.model.WardenEntityModel
class_8974,client.render.entity.model.WindChargeEntityModel
class_622,client.render.entity.model.WitchEntityModel
class_621,client.render.entity.model.WitherEntityModel
class_624,client.render.entity.model.WolfEntityModel
class_623,client.render.entity.model.ZombieEntityModel
class_619,client.render.entity.model.ZombieVillagerEntityModel
class_926,client.render.entity.MooshroomEntityRenderer
class_3683,client.render.entity.OcelotEntityRenderer
class_928,client.render.entity.PaintingEntityRenderer
class_931,client.render.entity.PandaEntityRenderer
class_930,client.render.entity.ParrotEntityRenderer
class_933,client.render.entity.PhantomEntityRenderer
class_932,client.render.entity.PigEntityRenderer
class_4842,client.render.entity.PiglinEntityRenderer
class_934,client.render.entity.PillagerEntityRenderer
class_1007,client.render.entity.PlayerEntityRenderer
class_1664,client.render.entity.PlayerModelPart
class_937,client.render.entity.PolarBearEntityRenderer
class_876,client.render.entity.ProjectileEntityRenderer
class_936,client.render.entity.PufferfishEntityRenderer
class_939,client.render.entity.RabbitEntityRenderer
class_911,client.render.entity.RavagerEntityRenderer
class_938,client.render.entity.SalmonEntityRenderer
class_941,client.render.entity.SheepEntityRenderer
class_940,client.render.entity.ShulkerBulletEntityRenderer
class_943,client.render.entity.ShulkerEntityRenderer
class_942,client.render.entity.SilverfishEntityRenderer
class_946,client.render.entity.SkeletonEntityRenderer
class_945,client.render.entity.SlimeEntityRenderer
class_8190,client.render.entity.SnifferEntityRenderer
class_948,client.render.entity.SnowGolemEntityRenderer
class_947,client.render.entity.SpectralArrowEntityRenderer
class_949,client.render.entity.SpiderEntityRenderer
class_951,client.render.entity.SquidEntityRenderer
class_950,client.render.entity.StrayEntityRenderer
class_4999,client.render.entity.StriderEntityRenderer
class_7214,client.render.entity.TadpoleEntityRenderer
class_956,client.render.entity.TntEntityRenderer
class_957,client.render.entity.TntMinecartEntityRenderer
class_955,client.render.entity.TridentEntityRenderer
class_959,client.render.entity.TropicalFishEntityRenderer
class_958,client.render.entity.TurtleEntityRenderer
class_960,client.render.entity.VexEntityRenderer
class_963,client.render.entity.VillagerEntityRenderer
class_962,client.render.entity.VindicatorEntityRenderer
class_3992,client.render.entity.WanderingTraderEntityRenderer
class_7287,client.render.entity.WardenEntityRenderer
class_8987,client.render.entity.WindChargeEntityRenderer
class_965,client.render.entity.WitchEntityRenderer
class_964,client.render.entity.WitherEntityRenderer
class_967,client.render.entity.WitherSkeletonEntityRenderer
class_966,client.render.entity.WitherSkullEntityRenderer
class_969,client.render.entity.WolfEntityRenderer
class_5144,client.render.entity.ZoglinEntityRenderer
class_968,client.render.entity.ZombieBaseEntityRenderer
class_3886,client.render.entity.ZombieEntityRenderer
class_961,client.render.entity.ZombieHorseEntityRenderer
class_971,client.render.entity.ZombieVillagerEntityRenderer
class_4585,client.render.FixedColorVertexConsumer
class_6854,client.render.FogShape
class_4740,client.render.FpsSmoother
class_4604,client.render.Frustum
class_757,client.render.GameRenderer
class_756,client.render.item.BuiltinModelItemRenderer
class_759,client.render.item.HeldItemRenderer
class_763,client.render.item.ItemModels
class_918,client.render.item.ItemRenderer
class_765,client.render.LightmapTextureManager
class_330,client.render.MapRenderer
class_1087,client.render.model.BakedModel
class_1092,client.render.model.BakedModelManager
class_777,client.render.model.BakedQuad
class_796,client.render.model.BakedQuadFactory
class_7775,client.render.model.Baker
class_1093,client.render.model.BasicBakedModel
class_1090,client.render.model.BuiltinBakedModel
class_753,client.render.model.CubeFace
class_812,client.render.model.json.AndMultipartModelSelector
class_801,client.render.model.json.ItemModelGenerator
class_793,client.render.model.json.JsonUnbakedModel
class_785,client.render.model.json.ModelElement
class_783,client.render.model.json.ModelElementFace
class_787,client.render.model.json.ModelElementTexture
class_799,client.render.model.json.ModelOverride
class_806,client.render.model.json.ModelOverrideList
class_789,client.render.model.json.ModelRotation
class_809,client.render.model.json.ModelTransformation
class_811,client.render.model.json.ModelTransformationMode
class_813,client.render.model.json.ModelVariant
class_790,client.render.model.json.ModelVariantMap
class_819,client.render.model.json.MultipartModelComponent
class_815,client.render.model.json.MultipartModelSelector
class_821,client.render.model.json.OrMultipartModelSelector
class_818,client.render.model.json.SimpleMultipartModelSelector
class_804,client.render.model.json.Transformation
class_807,client.render.model.json.WeightedUnbakedModel
class_3665,client.render.model.ModelBakeSettings
class_1088,client.render.model.ModelLoader
class_1086,client.render.model.ModelRotation
class_1095,client.render.model.MultipartBakedModel
class_816,client.render.model.MultipartUnbakedModel
class_4724,client.render.model.SpriteAtlasManager
class_1100,client.render.model.UnbakedModel
class_1097,client.render.model.WeightedBakedModel
class_4618,client.render.OutlineVertexConsumerProvider
class_4608,client.render.OverlayTexture
class_4583,client.render.OverlayVertexConsumer
class_1921,client.render.RenderLayer
class_4696,client.render.RenderLayers
class_4668,client.render.RenderPhase
class_317,client.render.RenderTickCounter
class_4723,client.render.SpriteTexturedVertexConsumer
class_289,client.render.Tessellator
class_4722,client.render.TexturedRenderLayers
class_4588,client.render.VertexConsumer
class_4597,client.render.VertexConsumerProvider
class_4720,client.render.VertexConsumers
class_293,client.render.VertexFormat
class_296,client.render.VertexFormatElement
class_290,client.render.VertexFormats
class_761,client.render.WorldRenderer
class_9247,client.resource.ClientDataPackManager
class_1065,client.resource.DefaultClientResourcePackProvider
class_1070,client.resource.FoliageColormapResourceSupplier
class_1069,client.resource.GrassColormapResourceSupplier
class_1074,client.resource.language.I18n
class_1077,client.resource.language.LanguageDefinition
class_1076,client.resource.language.LanguageManager
class_5491,client.resource.language.ReorderingUtil
class_1078,client.resource.language.TranslationStorage
class_1080,client.resource.metadata.AnimationFrameResourceMetadata
class_1079,client.resource.metadata.AnimationResourceMetadata
class_1081,client.resource.metadata.AnimationResourceMetadataReader
class_8689,client.resource.metadata.GuiResourceMetadata
class_1082,client.resource.metadata.LanguageResourceMetadata
class_1084,client.resource.metadata.TextureResourceMetadata
class_1085,client.resource.metadata.TextureResourceMetadataReader
class_6877,client.resource.PeriodicNotificationManager
class_1064,client.resource.ResourceIndex
class_6360,client.resource.ResourceReloadLogger
class_9038,client.resource.server.DownloadQueuer
class_9039,client.resource.server.PackStateChangeCallback
class_9041,client.resource.server.ReloadScheduler
class_1066,client.resource.server.ServerResourcePackLoader
class_9044,client.resource.server.ServerResourcePackManager
class_4008,client.resource.SplashTextResourceSupplier
class_5407,client.resource.VideoWarningManager
class_542,client.RunArgs
class_1122,client.search.IdentifierSearchableIterator
class_7455,client.search.IdentifierSearcher
class_1121,client.search.IdentifierSearchProvider
class_1123,client.search.ReloadableSearchProvider
class_1124,client.search.SearchManager
class_1129,client.search.SearchProvider
class_1128,client.search.SuffixArray
class_1127,client.search.TextSearchableIterator
class_7454,client.search.TextSearcher
class_1126,client.search.TextSearchProvider
class_8186,client.session.BanReason
class_7588,client.session.Bans
class_7853,client.session.ProfileKeys
class_7434,client.session.ProfileKeysImpl
class_7855,client.session.report.AbuseReport
class_7574,client.session.report.AbuseReportContext
class_7573,client.session.report.AbuseReportReason
class_7563,client.session.report.AbuseReportSender
class_8776,client.session.report.AbuseReportType
class_7566,client.session.report.ChatAbuseReport
class_7757,client.session.report.ContextMessageCollector
class_7555,client.session.report.log.ChatLog
class_7629,client.session.report.log.ChatLogEntry
class_7557,client.session.report.log.ReceivedMessage
class_7541,client.session.report.MessagesListAdder
class_7569,client.session.report.ReporterEnvironment
class_8777,client.session.report.SkinAbuseReport
class_8773,client.session.report.UsernameAbuseReport
class_320,client.session.Session
class_8561,client.session.telemetry.GameLoadTimeEvent
class_7977,client.session.telemetry.PerformanceMetricsEvent
class_7973,client.session.telemetry.PropertyMap
class_7976,client.session.telemetry.SampleEvent
class_7962,client.session.telemetry.SentTelemetryEvent
class_7969,client.session.telemetry.TelemetryEventProperty
class_7966,client.session.telemetry.TelemetryEventType
class_7964,client.session.telemetry.TelemetryLogger
class_7968,client.session.telemetry.TelemetryLogManager
class_6628,client.session.telemetry.TelemetryManager
class_7965,client.session.telemetry.TelemetrySender
class_7963,client.session.telemetry.ThreadedLogWriter
class_7979,client.session.telemetry.WorldLoadedEvent
class_7981,client.session.telemetry.WorldLoadTimesEvent
class_7975,client.session.telemetry.WorldSession
class_7982,client.session.telemetry.WorldUnloadedEvent
class_4510,client.sound.AbstractBeeSoundInstance
class_1102,client.sound.AbstractSoundInstance
class_4508,client.sound.AggressiveBeeSoundInstance
class_4230,client.sound.AlUtil
class_1118,client.sound.AmbientSoundLoops
class_1116,client.sound.AmbientSoundPlayer
class_4234,client.sound.AudioStream
class_4897,client.sound.BiomeEffectSoundPlayer
class_4277,client.sound.BubbleColumnSoundPlayer
class_4235,client.sound.Channel
class_1103,client.sound.ElytraSoundInstance
class_1106,client.sound.EntityTrackingSoundInstance
class_1105,client.sound.GuardianAttackSoundInstance
class_1107,client.sound.MinecartInsideSoundInstance
class_1108,client.sound.MovingMinecartSoundInstance
class_1101,client.sound.MovingSoundInstance
class_1142,client.sound.MusicTracker
class_1143,client.sound.MusicType
class_4228,client.sound.OggAudioStream
class_4509,client.sound.PassiveBeeSoundInstance
class_1109,client.sound.PositionedSoundInstance
class_4856,client.sound.RepeatingAudioStream
class_8191,client.sound.SnifferDigSoundInstance
class_1111,client.sound.Sound
class_1148,client.sound.SoundContainer
class_4225,client.sound.SoundEngine
class_1110,client.sound.SoundEntry
class_1115,client.sound.SoundEntryDeserializer
class_4238,client.sound.SoundExecutor
class_1113,client.sound.SoundInstance
class_1145,client.sound.SoundInstanceListener
class_4227,client.sound.SoundListener
class_9054,client.sound.SoundListenerTransform
class_4237,client.sound.SoundLoader
class_1144,client.sound.SoundManager
class_1140,client.sound.SoundSystem
class_4224,client.sound.Source
class_4231,client.sound.StaticSound
class_1117,client.sound.TickableSoundInstance
class_1146,client.sound.WeightedSoundSet
class_1044,client.texture.AbstractTexture
class_7768,client.texture.Animator
class_4005,client.texture.AsyncTexture
class_7947,client.texture.atlas.AtlasLoader
class_7948,client.texture.atlas.AtlasSource
class_7952,client.texture.atlas.AtlasSourceManager
class_7951,client.texture.atlas.AtlasSourceType
class_7958,client.texture.atlas.AtlasSprite
class_7954,client.texture.atlas.DirectoryAtlasSource
class_7956,client.texture.atlas.FilterAtlasSource
class_8066,client.texture.atlas.PalettedPermutationsAtlasSource
class_7955,client.texture.atlas.SingleAtlasSource
class_7957,client.texture.atlas.UnstitchAtlasSource
class_8215,client.texture.DynamicTexture
class_8658,client.texture.GuiAtlasManager
class_4725,client.texture.MipmapHelper
class_1047,client.texture.MissingSprite
class_1011,client.texture.NativeImage
class_1043,client.texture.NativeImageBackedTexture
class_4044,client.texture.PaintingManager
class_1071,client.texture.PlayerSkinProvider
class_1046,client.texture.PlayerSkinTexture
class_1049,client.texture.ResourceTexture
class_8690,client.texture.Scaling
class_1058,client.texture.Sprite
class_4075,client.texture.SpriteAtlasHolder
class_1059,client.texture.SpriteAtlasTexture
class_7764,client.texture.SpriteContents
class_7771,client.texture.SpriteDimensions
class_7766,client.texture.SpriteLoader
class_8684,client.texture.SpriteOpener
class_4074,client.texture.StatusEffectSpriteManager
class_1060,client.texture.TextureManager
class_1055,client.texture.TextureStitcher
class_1054,client.texture.TextureStitcherCannotFitException
class_1061,client.texture.TextureTickListener
class_367,client.toast.AdvancementToast
class_366,client.toast.RecipeToast
class_370,client.toast.SystemToast
class_368,client.toast.Toast
class_374,client.toast.ToastManager
class_372,client.toast.TutorialToast
class_5829,client.tutorial.BundleTutorial
class_1149,client.tutorial.CraftPlanksTutorialStepHandler
class_1152,client.tutorial.FindTreeTutorialStepHandler
class_1151,client.tutorial.MovementTutorialStepHandler
class_1150,client.tutorial.NoneTutorialStepHandler
class_1154,client.tutorial.OpenInventoryTutorialStepHandler
class_1153,client.tutorial.PunchTreeTutorialStepHandler
class_1156,client.tutorial.TutorialManager
class_1157,client.tutorial.TutorialStep
class_1155,client.tutorial.TutorialStepHandler
class_7587,client.util.Backoff
class_341,client.util.ChatMessages
class_1104,client.util.ClientPlayerTickable
class_6412,client.util.ClientSamplerSource
class_3674,client.util.Clipboard
class_8657,client.util.CommandHistoryManager
class_1068,client.util.DefaultSkinHelper
class_311,client.util.GlAllocationUtils
class_4718,client.util.GlException
class_3673,client.util.GlfwUtil
class_8518,client.util.Icons
class_3675,client.util.InputUtil
class_6417,client.util.MacWindowUtil
class_4587,client.util.math.MatrixStack
class_768,client.util.math.Rect2i
class_5611,client.util.math.Vector2f
class_1091,client.util.ModelIdentifier
class_313,client.util.Monitor
class_3676,client.util.MonitorFactory
class_323,client.util.MonitorTracker
class_333,client.util.NarratorManager
class_5945,client.util.ParticleUtil
class_3685,client.util.RawTextureDataLoader
class_318,client.util.ScreenshotRecorder
class_3728,client.util.SelectionManager
class_8685,client.util.SkinTextures
class_3540,client.util.SmoothUtil
class_4730,client.util.SpriteIdentifier
class_5222,client.util.TextCollector
class_301,client.util.Untracker
class_319,client.util.VideoMode
class_1041,client.util.Window
class_3682,client.util.WindowProvider
class_3678,client.WindowEventHandler
class_543,client.WindowSettings
class_4700,client.world.BiomeColorCache
class_631,client.world.ClientChunkManager
class_5582,client.world.ClientEntityManager
class_638,client.world.ClientWorld
class_7193,client.world.GeneratorOptionsHolder
class_5473,command.argument.AngleArgumentType
class_7218,command.argument.ArgumentHelper
class_2316,command.argument.ArgumentTypes
class_2259,command.argument.BlockArgumentParser
class_7486,command.argument.BlockMirrorArgumentType
class_2262,command.argument.BlockPosArgumentType
class_2252,command.argument.BlockPredicateArgumentType
class_7487,command.argument.BlockRotationArgumentType
class_2247,command.argument.BlockStateArgument
class_2257,command.argument.BlockStateArgumentType
class_2177,command.argument.ColorArgumentType
class_2264,command.argument.ColumnPosArgumentType
class_2284,command.argument.CommandFunctionArgumentType
class_2278,command.argument.CoordinateArgument
class_2280,command.argument.DefaultPosArgument
class_2181,command.argument.DimensionArgumentType
class_2183,command.argument.EntityAnchorArgumentType
class_2186,command.argument.EntityArgumentType
class_7485,command.argument.EnumArgumentType
class_7918,command.argument.GameModeArgumentType
class_2191,command.argument.GameProfileArgumentType
class_8199,command.argument.HeightmapArgumentType
class_2232,command.argument.IdentifierArgumentType
class_2293,command.argument.ItemPredicateArgumentType
class_9216,command.argument.ItemPredicateReader
class_9215,command.argument.ItemPredicateStringReader
class_2240,command.argument.ItemSlotArgumentType
class_2290,command.argument.ItemStackArgument
class_2287,command.argument.ItemStackArgumentType
class_2291,command.argument.ItemStringReader
class_2268,command.argument.LookingPosArgument
class_2196,command.argument.MessageArgumentType
class_2179,command.argument.NbtCompoundArgumentType
class_2212,command.argument.NbtElementArgumentType
class_2203,command.argument.NbtPathArgumentType
class_2224,command.argument.NumberRangeArgumentType
class_2218,command.argument.OperationArgumentType
class_2223,command.argument.ParticleEffectArgumentType
class_2267,command.argument.PosArgument
class_7733,command.argument.RegistryEntryArgumentType
class_7737,command.argument.RegistryEntryPredicateArgumentType
class_7079,command.argument.RegistryKeyArgumentType
class_7066,command.argument.RegistryPredicateArgumentType
class_2270,command.argument.RotationArgumentType
class_2216,command.argument.ScoreboardCriterionArgumentType
class_2214,command.argument.ScoreboardObjectiveArgumentType
class_2239,command.argument.ScoreboardSlotArgumentType
class_2233,command.argument.ScoreHolderArgumentType
class_2314,command.argument.serialize.ArgumentSerializer
class_2319,command.argument.serialize.ConstantArgumentSerializer
class_2326,command.argument.serialize.DoubleArgumentSerializer
class_2327,command.argument.serialize.FloatArgumentSerializer
class_2330,command.argument.serialize.IntegerArgumentSerializer
class_4461,command.argument.serialize.LongArgumentSerializer
class_2332,command.argument.serialize.StringArgumentSerializer
class_7644,command.argument.SignedArgumentList
class_7451,command.argument.SignedArgumentType
class_9351,command.argument.SlotRangeArgumentType
class_9019,command.argument.StyleArgumentType
class_2273,command.argument.SwizzleArgumentType
class_2243,command.argument.TeamArgumentType
class_4526,command.argument.TestClassArgumentType
class_4530,command.argument.TestFunctionArgumentType
class_2178,command.argument.TextArgumentType
class_2245,command.argument.TimeArgumentType
class_5242,command.argument.UuidArgumentType
class_2274,command.argument.Vec2ArgumentType
class_2277,command.argument.Vec3ArgumentType
class_3161,command.BlockDataObject
class_8853,command.CommandAction
class_8854,command.CommandExecutionContext
class_8862,command.CommandFunctionAction
class_8847,command.CommandQueueEntry
class_7157,command.CommandRegistryAccess
class_2172,command.CommandSource
class_8848,command.ControlFlowAware
class_3162,command.DataCommandObject
class_4565,command.DataCommandStorage
class_3169,command.EntityDataObject
class_2300,command.EntitySelector
class_2306,command.EntitySelectorOptions
class_2303,command.EntitySelectorReader
class_8855,command.ExecutionControl
class_8936,command.ExecutionFlags
class_8939,command.FallthroughCommandAction
class_8865,command.FixedCommandAction
class_2152,command.FloatRangeArgument
class_8851,command.Forkable
class_8937,command.Frame
class_8940,command.IsolatedCommandAction
class_8873,command.MacroInvocation
class_8935,command.ReturnValueConsumer
class_8858,command.SingleCommandAction
class_8856,command.SourcedCommandAction
class_8863,command.SteppedCommandAction
class_4580,command.StorageDataObject
class_2321,command.suggestion.SuggestionProviders
class_2156,command.TranslatableBuiltInExceptions
class_9336,component.Component
class_9326,component.ComponentChanges
class_9322,component.ComponentHolder
class_9323,component.ComponentMap
class_9335,component.ComponentMapImpl
class_9331,component.DataComponentType
class_9334,component.DataComponentTypes
class_9285,component.type.AttributeModifiersComponent
class_9274,component.type.AttributeModifierSlot
class_9307,component.type.BannerPatternsComponent
class_9275,component.type.BlockStateComponent
class_9276,component.type.BundleContentsComponent
class_9278,component.type.ChargedProjectilesComponent
class_9288,component.type.ContainerComponent
class_9297,component.type.ContainerLootComponent
class_9280,component.type.CustomModelDataComponent
class_9281,component.type.DebugStickStateComponent
class_9282,component.type.DyedColorComponent
class_9283,component.type.FireworkExplosionComponent
class_9284,component.type.FireworksComponent
class_9304,component.type.ItemEnchantmentsComponent
class_9291,component.type.LodestoneTrackerComponent
class_9290,component.type.LoreComponent
class_9294,component.type.MapColorComponent
class_9292,component.type.MapDecorationsComponent
class_9209,component.type.MapIdComponent
class_9295,component.type.MapPostProcessingComponent
class_9279,component.type.NbtComponent
class_1844,component.type.PotionContentsComponent
class_9296,component.type.ProfileComponent
class_9298,component.type.SuspiciousStewEffectsComponent
class_9300,component.type.UnbreakableComponent
class_9301,component.type.WritableBookContentComponent
class_9302,component.type.WrittenBookContentComponent
class_4910,data.client.BlockStateModelGenerator
class_4917,data.client.BlockStateSupplier
class_4935,data.client.BlockStateVariant
class_4926,data.client.BlockStateVariantMap
class_4915,data.client.ItemModelGenerator
class_4942,data.client.Model
class_4941,data.client.ModelIds
class_4916,data.client.ModelProvider
class_4943,data.client.Models
class_4922,data.client.MultipartBlockStateSupplier
class_4934,data.client.PropertiesMap
class_4940,data.client.SimpleModelSupplier
class_4946,data.client.TexturedModel
class_4945,data.client.TextureKey
class_4944,data.client.TextureMap
class_4925,data.client.VariantsBlockStateSupplier
class_4938,data.client.VariantSetting
class_4936,data.client.VariantSettings
class_4918,data.client.When
class_2408,data.DataCache
class_2403,data.DataGenerator
class_7784,data.DataOutput
class_2405,data.DataProvider
class_7403,data.DataWriter
class_2461,data.dev.NbtProvider
class_5793,data.family.BlockFamilies
class_5794,data.family.BlockFamily
class_7796,data.MetadataProvider
class_7228,data.report.BiomeParametersProvider
class_2422,data.report.BlockListProvider
class_2425,data.report.CommandSyntaxProvider
class_9338,data.report.ItemListProvider
class_2427,data.report.RegistryDumpProvider
class_2409,data.server.advancement.AdvancementProvider
class_7785,data.server.advancement.AdvancementTabGenerator
class_9051,data.server.advancement.onetwentyone.OneTwentyOneAdvancementProviders
class_9052,data.server.advancement.onetwentyone.OneTwentyOneAdventureTabAdvancementGenerator
class_7786,data.server.advancement.vanilla.VanillaAdvancementProviders
class_2412,data.server.advancement.vanilla.VanillaAdventureTabAdvancementGenerator
class_2419,data.server.advancement.vanilla.VanillaEndTabAdvancementGenerator
class_2414,data.server.advancement.vanilla.VanillaHusbandryTabAdvancementGenerator
class_2416,data.server.advancement.vanilla.VanillaNetherTabAdvancementGenerator
class_2417,data.server.advancement.vanilla.VanillaStoryTabAdvancementGenerator
class_5475,data.server.DynamicRegistriesProvider
class_7788,data.server.loottable.BlockLootTableGenerator
class_7789,data.server.loottable.EntityLootTableGenerator
class_7791,data.server.loottable.LootTableGenerator
class_2438,data.server.loottable.LootTableProvider
class_8902,data.server.loottable.onetwentyone.OneTwentyOneBlockLootTableGenerator
